a,b,m,n,vp,i,K,resist,zpos,spacing,app,eca,appdiffa,ecadiffa,appdiff,ecadiff,irecip,name,time
10,13,11,12,149.476,14.899,1.8685752249224108,10.03261963890194,-1.475,1,17.04345930034472,58.67353466087569,2.732062333873463,-11.200846040239668,19.09011636162521,-16.02997540421976,46,CD1,2022-08-02
7,16,10,13,13.175,5.418,3.899908121697674,2.4317091177556294,-1.475,3,9.188362603369972,108.8333191849911,-0.2548031518206937,2.936628824523197,-2.6982810471227294,2.7731072751443273,51,CD1,2022-08-02
9,15,11,13,30.457,6.505,3.3263922214480157,4.682090699461953,-1.4000000000000001,2,14.193759948884995,70.45349531070208,-1.1137633958222306,5.126141075716518,-7.27592158928393,7.846852418479321,52,CD1,2022-08-02
11,14,12,13,98.652,13.256,1.8490027606959014,7.442063971031986,-1.325,1,12.741322995058889,78.48478532314125,-2.95774078053028,14.786719355989582,-18.840236735195244,23.213765020141924,53,CD1,2022-08-02
10,16,12,14,22.143,4.861,2.59993874779845,4.555235548241103,-1.25,2,10.909539672780218,91.66289596022499,-0.743056996978007,5.845114023664692,-6.376750333309395,6.811075620651229,58,CD1,2022-08-02
12,15,13,14,52.635,6.557,1.779059210572197,8.027299069696507,-1.175,1,12.76578792911923,78.33437352652265,1.9523656807229326,-14.143287756731738,18.055021212294577,-15.293734249411395,59,CD1,2022-08-02
13,16,14,15,34.932,4.842,1.2999693738992246,7.214374225526643,-1.0250000000000001,1,9.392882214038162,106.46359415701464,0.6096413277886796,-7.389596590097895,6.94096103800475,-6.490460690303758,64,CD1,2022-08-02
1,4,2,3,138.427,48.077,1.8843772118804263,2.879276993156811,-2.825,1,5.369963393752481,186.22100872483028,-4.103897892704684,80.66742610804712,-43.31811252684462,76.42320052831717,1,CD1,2022-08-17
2,5,3,4,137.435,37.471,1.88422622179055,3.6677697419337627,-2.675,1,6.807148446960833,146.9043914337533,-2.183142181328699,35.67328207969926,-24.283332670682054,32.07131735614492,3,CD1,2022-08-17
1,7,3,5,46.455,32.472,3.7564016479116678,1.4306171470805615,-2.6,2,5.463635845173993,183.02830355783976,-1.7143224499554526,43.71292181780609,-23.883148654105366,31.376952976646617,5,CD1,2022-08-17
3,6,4,5,124.502,33.915,1.8840176612835497,3.671001031991744,-2.5249999999999995,1,7.247839308637928,137.97215382634195,-2.7180345702222395,37.62972403488912,-27.273419303326673,37.50130838280181,6,CD1,2022-08-17
2,8,4,6,48.27,24.483,3.7522722974394527,1.971572111260875,-2.4499999999999997,2,7.640724935791111,130.87763378521115,-2.373043803688992,31.015131862491657,-23.69780914085895,31.057835789547223,8,CD1,2022-08-17
4,7,5,6,139.883,33.8,1.883721200271019,4.138550295857989,-2.375,1,8.143972716868282,122.79019524816682,-3.113260227246169,33.95841882811648,-27.655643644416685,38.22778311619093,9,CD1,2022-08-17
1,10,4,7,29.341,23.002,5.5470082820877025,1.2755847317624556,-2.3749999999999996,3,7.087991629637497,141.08368805327487,-0.719280876781407,12.997983451849706,-9.212959790887739,10.14787988425141,12,CD1,2022-08-17
3,9,5,7,52.591,22.744,3.74626054952539,2.3123021456208233,-2.3000000000000003,2,8.939628242564394,111.86147486969135,-2.905248254281064,27.436787092970235,-24.52746767815429,32.498535458647595,13,CD1,2022-08-17
5,8,6,7,142.922,24.9,1.883285077845799,5.7398393574297195,-2.2249999999999996,1,11.476265779995316,87.13635769425412,-3.6422994433978833,20.992514993315538,-24.09156814538257,31.737670712950063,14,CD1,2022-08-17
2,11,5,8,42.51,23.93,5.506705589363202,1.7764312578353532,-2.225,3,9.695585388926226,103.13972389353056,0.6858037398596224,-7.850757224688124,7.611768703969317,-7.073360837427211,17,CD1,2022-08-17
4,10,6,8,82.14,23.219,3.737150449844826,3.5376200525431756,-2.15,2,13.031131546733794,76.73930666831818,-0.038996528280728526,0.2289622967394962,-0.29836378080545467,0.29925665427346954,18,CD1,2022-08-17
6,9,7,8,176.962,21.14,1.882616083862525,8.370955534531692,-2.0749999999999997,1,15.827864793736216,63.179715838597765,-3.4484756148259716,11.302648988511493,-17.88968000012193,21.787370942103866,19,CD1,2022-08-17
1,13,5,9,25.834,23.617,6.940741393216954,1.0938730575432951,-2.1500000000000004,4,7.515035612850619,133.06656834599855,-1.1338342646688542,17.444525910229643,-13.109623346467108,15.087543467259316,21,CD1,2022-08-17
3,12,6,9,45.018,23.68,5.443253015796695,1.9010979729729731,-2.0749999999999997,3,10.13557742620008,98.66236110189818,-0.5101091012193599,4.727601946219352,-4.791697556616037,5.032856834586927,23,CD1,2022-08-17
5,11,7,9,93.87,23.854,3.72263957071142,3.935189066823175,-2.0,2,14.65588935457184,68.2319561649839,-0.012915204095559574,0.06007508220493207,-0.08804537577623071,0.08812296397100264,24,CD1,2022-08-17
7,10,8,9,172.602,18.458,1.8815348960355187,9.351067287896848,-1.925,1,17.440164423015364,57.33890895434014,-2.69053494258581,7.663535941280571,-13.365332687762091,15.427233811139859,25,CD1,2022-08-17
2,14,6,10,19.533,15.615,6.652784442896036,1.2509125840537945,-1.9999999999999998,4,8.2972470193662,120.52190294756186,-1.2810465906807629,16.11917311778616,-13.374476110619895,15.439417287333198,28,CD1,2022-08-17
4,13,7,10,38.694,23.604,5.33717763171659,1.639298423995933,-1.9249999999999998,3,8.733745562314054,114.49841226368913,-1.7342158064351132,18.968827775024593,-16.566891540242064,19.856495635941364,30,CD1,2022-08-17
6,12,8,10,88.1,21.726,3.6980055213917984,4.055049249746847,-1.85,2,14.828427344768626,67.43803484681696,-1.423944206790706,5.908553021498051,-8.76145491919969,9.602799903747487,31,CD1,2022-08-17
8,11,9,10,170.734,17.324,1.8796664873194247,9.855345185869314,-1.7750000000000001,1,18.542736099313437,53.92947376504085,-2.160896154262243,5.628770402842555,-10.43728041435357,11.65359924602633,32,CD1,2022-08-17
3,15,7,11,14.796,11.222,6.148619559249876,1.31848155409018,-1.8499999999999999,4,8.163606173253381,122.49488507619635,-1.0868695962369515,14.392337172857935,-11.749337259188714,13.313596628385731,35,CD1,2022-08-17
5,14,8,11,28.139,15.794,5.1456240914694025,1.7816259338989489,-1.775,3,9.173470974986591,109.00999226211229,-1.6282686097179866,16.432311402631584,-15.07413317039821,17.749754854599797,37,CD1,2022-08-17
7,13,9,11,62.396,18.491,3.6525091059037025,3.374398355956952,-1.7000000000000002,2,11.92045445556005,83.88941912643025,-2.930966790047,16.55579607026698,-19.735261303115756,24.587710149590073,38,CD1,2022-08-17
9,12,10,11,167.935,15.814,1.8761361487197266,10.619387884153282,-1.625,1,19.40996412483161,51.51993035992669,-0.25150712658558305,0.6590366245242478,-1.279187723896575,1.2957629646714528,39,CD1,2022-08-17
4,16,8,12,13.83,9.269,5.199877495596897,1.4920703420002157,-1.7,4,7.857746766181015,127.26294569632908,-0.4571498151791191,6.996867794441101,-5.497961528516564,5.817823210422714,42,CD1,2022-08-17
6,15,9,12,14.396,7.183,4.763257097143395,2.0041765279131285,-1.625,3,9.578514769557353,104.40031926225369,-1.3439412118312486,12.845818909589667,-12.304386615256377,14.030789158488247,44,CD1,2022-08-17
8,14,10,12,53.017,12.479,3.558118421144393,4.248497475759276,-1.55,2,14.554662599532255,68.70650509151184,0.38277037563040217,-1.8557024246752007,2.70091226762813,-2.629881476213029,45,CD1,2022-08-17
10,13,11,12,119.72,14.407,1.8685752249224108,8.309849378774206,-1.475,1,14.235396025133829,70.24743099766337,-0.0760009413374263,0.3730502965480156,-0.531051870865446,0.5338870882358473,46,CD1,2022-08-17
7,16,10,13,13.826,5.342,3.899908121697674,2.58816922500936,-1.475,3,9.808640532120888,101.95092752407896,0.36547477693022223,-3.945762836388937,3.8702569287140824,-3.7260492494692,51,CD1,2022-08-17
9,15,11,13,15.67,2.606,3.3263922214480157,6.013046815042211,-1.4000000000000001,2,17.305920956623808,57.783691634004136,1.998397611916582,-7.543662600981428,13.055002869602378,-11.547479136911804,52,CD1,2022-08-17
11,14,12,13,120.463,11.96,1.8490027606959014,10.07215719063545,-1.325,1,16.377097351891905,61.06088145616834,0.6780335763027363,-2.6371845109833316,4.3189427471275454,-4.1401327825923255,53,CD1,2022-08-17
10,16,12,14,14.399,2.519,2.59993874779845,5.716157205240174,-1.25,2,13.365569378345636,74.81910958616999,1.7129727085874116,-10.998672350390308,14.700351836883351,-12.816309280191994,58,CD1,2022-08-17
12,15,13,14,11.386,2.032,1.779059210572197,5.603346456692913,-1.175,1,10.05850915002131,99.4183119073746,-0.7549130983749883,6.9406506241202095,-6.981259780981428,7.505218587720712,59,CD1,2022-08-17
13,16,14,15,20.765,1.806,1.2999693738992246,11.497785160575859,-1.0250000000000001,1,14.916688616156064,67.03900749908485,6.133447729906582,-46.81418324802769,69.83125943304984,-41.11802483604524,64,CD1,2022-08-17
1,4,2,3,171.237,45.428,1.8843772118804263,3.769415338557718,-2.825,1,6.715995297109355,148.89825792915786,-2.7578659893478097,43.344675312374704,-29.110263555264048,41.06414414159624,1,CD1,2022-10-06
2,5,3,4,151.538,35.634,1.88422622179055,4.252623898523882,-2.675,1,7.725552023779174,129.44058844235465,-1.2647386045103586,18.209479088300625,-14.067827802258536,16.370850919358332,3,CD1,2022-10-06
1,7,3,5,62.367,41.424,3.7564016479116678,1.5055764774044031,-2.6,2,5.750645562551282,173.89352014877937,-1.427312732578164,34.5781384087457,-19.884661820153752,24.82004354211903,5,CD1,2022-10-06
3,6,4,5,146.537,35.733,1.8840176612835497,4.100887135141186,-2.5249999999999995,1,8.108213891618902,123.33172426958978,-1.8576599872412647,22.989294478136955,-18.640211684614776,22.910840933308936,6,CD1,2022-10-06
2,8,4,6,58.339,30.125,3.7522722974394527,1.936564315352697,-2.4499999999999997,2,7.46627072532677,133.93567375046314,-2.5474980141533328,34.07317182774365,-25.439952533651127,34.120086290359346,8,CD1,2022-10-06
4,7,5,6,159.837,33.613,1.883721200271019,4.7552137565822745,-2.375,1,9.138415463863115,109.42816114614102,-2.1188174802513355,20.596384726090676,-18.821832068058107,23.185830066820365,9,CD1,2022-10-06
1,10,4,7,52.181,45.329,5.5470082820877025,1.1511615080853317,-2.3749999999999996,3,6.4472260112617965,155.10546679350682,-1.3600464951571078,27.019762192081657,-17.420251362289694,21.09506464922161,12,CD1,2022-10-06
3,9,5,7,59.986,28.994,3.74626054952539,2.068910809132924,-2.3000000000000003,2,7.940522491396504,125.93629714965135,-3.9043540054489547,41.51160937293024,-32.96238678798185,49.1699886207651,13,CD1,2022-10-06
5,8,6,7,148.543,26.042,1.883285077845799,5.70397818907918,-2.2249999999999996,1,10.885124907845418,91.8684910339663,-4.2334403155477816,25.724648333027716,-28.001601031540424,38.89197736717326,14,CD1,2022-10-06
2,11,5,8,53.796,36.384,5.506705589363202,1.4785620052770447,-2.225,3,8.046842523425486,124.27234621391682,-0.9629391256411175,13.281865095698137,-10.687707684246446,11.966670440459932,17,CD1,2022-10-06
4,10,6,8,69.476,24.235,3.737150449844826,2.8667629461522592,-2.15,2,10.890529609686254,91.82289896265284,-2.1795984653282687,15.31255459107416,-16.676182917403025,20.013704966099095,18,CD1,2022-10-06
6,9,7,8,191.832,25.065,1.882616083862525,7.653381208856971,-2.0749999999999997,1,14.377737017007188,69.55197461305048,-4.898603391555,17.674907762964203,-25.41251756157581,34.07075387288364,19,CD1,2022-10-06
1,13,5,9,49.141,50.334,6.940741393216954,0.9762983271744744,-2.1500000000000004,4,6.713706564330135,148.94901801532276,-1.9351633131893387,33.32697557955386,-22.374753471772088,28.82406751988305,21,CD1,2022-10-06
3,12,6,9,53.621,34.53,5.443253015796695,1.5528815522733854,-2.0749999999999997,3,8.381282209440817,119.31348629134372,-2.264404317978622,25.37872713566489,-21.270627424040107,27.01739735512019,23,CD1,2022-10-06
5,11,7,9,76.947,24.82,3.72263957071142,3.100201450443191,-2.0,2,11.731215962174161,85.24265542671577,-2.9375885964932387,17.070774343936804,-20.02609404702646,25.04078525163227,24,CD1,2022-10-06
7,10,8,9,163.413,19.587,1.8815348960355187,8.342931536223006,-1.925,1,15.038697181112443,66.49512174870642,-5.092002184488731,16.819748735646854,-25.29471078977919,33.859330520225726,25,CD1,2022-10-06
2,14,6,10,45.635,42.185,6.652784442896036,1.0817826241555053,-1.9999999999999998,4,7.168070970728521,139.5075473001861,-2.410222639318442,35.10481747041041,-25.16338230423722,33.6244248858697,28,CD1,2022-10-06
4,13,7,10,52.263,34.365,5.33717763171659,1.5208206023570492,-1.9249999999999998,3,8.146962943935982,122.74512685053129,-2.320998424813185,27.215542361866753,-22.172401512124846,28.489124607357763,30,CD1,2022-10-06
6,12,8,10,79.099,23.322,3.6980055213917984,3.3916044936111827,-1.85,2,12.591870829899307,79.41631656715435,-3.660500721660025,17.886834741835443,-22.522871262494725,29.070348410564943,31,CD1,2022-10-06
8,11,9,10,162.249,18.921,1.8796664873194247,8.575075313144126,-1.7750000000000001,1,16.05794825765232,62.27445648440521,-4.64568399592336,13.973753122206915,-22.438980460160625,28.930744584442696,32,CD1,2022-10-06
3,15,7,11,47.351,43.499,6.148619559249876,1.0885537598565485,-1.8499999999999999,4,6.705232295225142,149.13726414998467,-2.545243474265191,41.034716246646255,-27.514730460241232,37.95906483475125,35,CD1,2022-10-06
5,14,8,11,52.74,31.43,5.1456240914694025,1.6780146356983774,-1.775,3,8.604005333320215,116.22493957870529,-2.1977342513843627,23.64725871922458,-20.346114013861126,25.54315305771986,37,CD1,2022-10-06
7,13,9,11,64.414,19.606,3.6525091059037025,3.285422829745996,-1.7000000000000002,2,11.703205725843528,85.44667362308743,-3.1482155197635215,18.11305056692416,-21.198075710732013,26.900454401237226,38,CD1,2022-10-06
9,12,10,11,181.458,18.285,1.8761361487197266,9.923872026251026,-1.625,1,18.037179405917787,55.44104083545966,-1.6242918454994069,4.580147100057218,-8.261293494922606,9.005243053503682,39,CD1,2022-10-06
4,16,8,12,46.318,42.076,5.199877495596897,1.1008175682099057,-1.7,4,5.768724416907088,173.34854774292577,-2.546172164453046,53.08246984103779,-30.62181398817288,44.13752470113976,42,CD1,2022-10-06
6,15,9,12,49.259,28.837,4.763257097143395,1.7081873981343414,-1.625,3,8.118018988669757,123.18276187770572,-2.804436992718845,31.628261525041694,-25.67588276389015,34.545829427511464,44,CD1,2022-10-06
8,14,10,12,65.305,16.585,3.558118421144393,3.9375942116370215,-1.55,2,13.680327813860604,73.09766356525625,-0.4915644100412493,2.535456049069211,-3.468586990890269,3.5932209865848863,45,CD1,2022-10-06
10,13,11,12,142.825,15.466,1.8685752249224108,9.234773050562524,-1.475,1,15.842781570827796,63.12022895280941,1.531384604356541,-6.754151748305944,10.700455084463586,-9.666134684179221,46,CD1,2022-10-06
7,16,10,13,48.006,26.162,3.899908121697674,1.8349514563106797,-1.475,3,7.11345562959371,140.5786515121787,-2.3297101255969563,34.68196115171081,-24.670859179998768,32.75075078706885,51,CD1,2022-10-06
9,15,11,13,53.341,13.455,3.3263922214480157,3.964399851356373,-1.4000000000000001,2,12.418455545850914,80.5253114050971,-2.8890677988563116,15.197957170111536,-18.87351555047763,23.26430841733429,52,CD1,2022-10-06
11,14,12,13,158.145,15.085,1.8490027606959014,10.483592973152138,-1.325,1,17.504329375846055,57.12872390186419,1.8052656002568863,-6.569342065287479,11.499192729339281,-10.31325200466088,53,CD1,2022-10-06
10,16,12,14,51.831,14.246,2.59993874779845,3.6382844307173943,-1.25,2,8.944844550585573,111.79624132590824,-2.7077521191726515,25.978459389347947,-23.237328090141762,30.271650936576517,58,CD1,2022-10-06
12,15,13,14,51.488,7.383,1.779059210572197,6.973858864960043,-1.175,1,11.285674499293556,88.60790731316915,0.47225225089725775,-3.8697539700852417,4.367278369873107,-4.184528367593965,59,CD1,2022-10-06
13,16,14,15,63.025,7.479,1.2999693738992246,8.426928733787939,-1.0250000000000001,1,10.020981506265777,99.79062423922589,1.2377406200162948,-14.062566507886643,14.092071890616452,-12.351490911767256,64,CD1,2022-10-06
1,4,2,3,156.727,46.994,1.8843772118804263,3.335042771417628,-2.825,1,6.23927019869268,160.27515529132413,-3.2345910877644846,54.721572674540965,-34.1422677613859,51.84245888953859,1,CD1,2022-11-04
2,5,3,4,137.403,37.172,1.88422622179055,3.696411277305499,-2.675,1,7.112162582480088,140.60420981704965,-1.8781280458094445,29.373100462995623,-20.89062660443461,26.407270981627644,3,CD1,2022-11-04
1,7,3,5,61.257,41.482,3.7564016479116678,1.4767127910901114,-2.6,2,5.586918226722495,178.9895537072572,-1.5910400684069508,39.674171967223515,-22.165635449380364,28.47795517745241,5,CD1,2022-11-04
3,6,4,5,136.306,35.778,1.8840176612835497,3.809771367879703,-2.5249999999999995,1,7.526297086886184,132.86746303735464,-2.439576791973983,32.52503324590181,-24.47930629695071,32.41403792343914,6,CD1,2022-11-04
2,8,4,6,56.797,29.489,3.7522722974394527,1.9260402183865168,-2.4499999999999997,2,7.418565297281218,134.7969533093526,-2.5952034421988843,34.934451386633114,-25.916350873643427,34.9825517226354,8,CD1,2022-11-04
4,7,5,6,152.972,33.676,1.883721200271019,4.542463475472147,-2.375,1,8.732777006082573,114.51111133416985,-2.5244559380318776,25.679334914119508,-22.425190546951622,28.90782549781746,9,CD1,2022-11-04
1,10,4,7,52.098,44.533,5.5470082820877025,1.1698740260031886,-2.3749999999999996,3,6.570288800569198,152.20031118165883,-1.2369837058497062,24.11460658023367,-15.843992954424166,18.826930495696672,12,CD1,2022-11-04
3,9,5,7,59.932,28.514,3.74626054952539,2.101844707862804,-2.3000000000000003,2,8.09682754281069,123.50516232594295,-3.7480489540347683,39.08047454922183,-31.642786271625145,46.29033944736448,13,CD1,2022-11-04
5,8,6,7,142.159,25.652,1.883285077845799,5.541829097146421,-2.2249999999999996,1,10.6538257043368,93.86299604966645,-4.464739519056399,27.719153348727872,-29.53150284491306,41.90738278399803,14,CD1,2022-11-04
2,11,5,8,53.901,35.673,5.506705589363202,1.510974686737869,-2.225,3,8.225494643780873,121.57323581215621,-0.78428700528573,10.582754693937531,-8.70483920514301,9.534830903801183,17,CD1,2022-11-04
4,10,6,8,69.314,23.785,3.737150449844826,2.9141896153037625,-2.15,2,11.04541964866928,90.53526545915139,-2.024708426345242,14.024921087572707,-15.491113895171162,18.33075148565473,18,CD1,2022-11-04
1,13,5,9,49.889,49.978,6.940741393216954,0.9982192164552404,-2.1500000000000004,4,6.846793318080132,146.05377342986657,-1.8020765594393415,30.431730994097663,-20.8359772428,26.320008151562703,20,CD1,2022-11-04
3,12,6,9,54.155,34.068,5.443253015796695,1.5896148878713163,-2.0749999999999997,3,8.572113277209544,116.65734780461594,-2.073573250209895,22.722588648937105,-19.478060385012466,24.189755584808363,22,CD1,2022-11-04
5,11,7,9,76.149,24.311,3.72263957071142,3.132285796553001,-2.0,2,12.145111573190473,82.33765445246576,-2.523692985476927,14.16577336968679,-17.20448980953765,20.779496098231085,23,CD1,2022-11-04
7,10,8,9,158.672,18.94,1.8815348960355187,8.377613516367475,-1.925,1,15.625331364395224,63.998642760220584,-4.50536800120595,14.323269747161014,-22.380583602100817,28.83374372125087,24,CD1,2022-11-04
2,14,6,10,46.108,42.875,6.652784442896036,1.075405247813411,-1.9999999999999998,4,7.123353344242275,140.3833211233707,-2.4549402658046873,35.98059129359501,-25.63024653190445,34.46326676731525,27,CD1,2022-11-04
4,13,7,10,52.839,34.373,5.33717763171659,1.5372239839408839,-1.9249999999999998,3,8.191359763721676,122.07985350965201,-2.2766016050274906,26.55026902098747,-21.748280537450295,27.79271904415946,29,CD1,2022-11-04
6,12,8,10,77.052,22.791,3.6980055213917984,3.380808213768593,-1.85,2,12.76330175851284,78.34963232245309,-3.4890697930464913,16.82015049713418,-21.46806564185233,27.336733543257008,30,CD1,2022-11-04
3,15,7,11,46.776,42.662,6.148619559249876,1.0964324222961888,-1.8499999999999999,4,6.7429715997874515,148.30256737719634,-2.507504169702881,40.20001947385792,-27.106758962312654,37.18693060759622,33,CD1,2022-11-04
5,14,8,11,53.179,32.35,5.1456240914694025,1.6438639876352397,-1.775,3,8.422382522783703,118.73124941723586,-2.3793570619208744,26.15356855775515,-22.027535872926236,28.250403677158882,35,CD1,2022-11-04
7,13,9,11,64.1,19.464,3.6525091059037025,3.293259350595972,-1.7000000000000002,2,11.896768310084157,84.05644070183006,-2.9546529355228923,16.72281764566678,-19.894748702228473,24.83576092692681,36,CD1,2022-11-04
4,16,8,12,46.194,41.851,5.199877495596897,1.103772908652123,-1.7,4,5.767964109518192,173.37139777791228,-2.5469324718419424,53.105319876024296,-30.630957906939116,44.156524268919085,39,CD1,2022-11-04
6,15,9,12,49.567,28.334,4.763257097143395,1.7493823674737066,-1.625,3,8.254170088008193,121.15088365489561,-2.668285893380409,29.596383302231587,-24.429358176650506,32.326519382692915,41,CD1,2022-11-04
8,14,10,12,65.692,16.698,3.558118421144393,3.9341238471673248,-1.55,2,13.765644921304686,72.64461677725896,-0.40624730259716735,2.0824092610719163,-2.8665706468752554,2.9511679613966293,42,CD1,2022-11-04
7,16,10,13,50.782,26.933,3.899908121697674,1.885493632346935,-1.475,3,7.246715632692598,137.99354779269004,-2.196450122498068,32.09685743222214,-23.25967985143897,30.309594495319708,46,CD1,2022-11-04
9,15,11,13,57.608,14.33,3.3263922214480157,4.020097697138869,-1.4000000000000001,2,12.751507195207736,78.42210216340696,-2.5560161494994897,13.094747928421398,-16.697777242869698,20.044815960736713,47,CD1,2022-11-04
10,16,12,14,54.619,14.804,2.59993874779845,3.689475817346663,-1.25,2,9.199863772651781,108.69726168909985,-2.4527328971064435,22.879479752539552,-21.048809691250852,26.66053495702431,52,CD1,2022-11-04
1,4,2,3,151.045,47.933,1.8843772118804263,3.151169340537834,-2.825,1,6.200314230202161,161.28214843191827,-3.273547056255004,55.72856581513511,-34.55346196523399,52.796470222578876,1,CD1,2022-12-01
2,5,3,4,136.971,38.253,1.88422622179055,3.5806603403654615,-2.675,1,7.165766433836244,139.55241344150858,-1.8245241944532884,28.32130408745455,-20.294385019235104,25.461675471838063,3,CD1,2022-12-01
1,7,3,5,48.013,30.433,3.7564016479116678,1.5776624059409194,-2.6,2,5.990561238712638,166.9292675847678,-1.187397056416808,27.613885844734142,-16.54226741916999,19.821132095996703,5,CD1,2022-12-01
3,6,4,5,139.273,36.697,1.8840176612835497,3.7952148677003565,-2.5249999999999995,1,7.608976813694637,131.42371497310913,-2.35689706516553,31.0812851816563,-23.64967782870534,30.97521681132721,6,CD1,2022-12-01
2,8,4,6,50.912,24.219,3.7522722974394527,2.102151203600479,-2.4499999999999997,2,8.092841763535773,123.56598945326452,-1.9209269759443295,23.703487530545033,-19.182857382864434,23.736124245002824,8,CD1,2022-12-01
4,7,5,6,162.78,33.444,1.883721200271019,4.8672407606745605,-2.375,1,9.530779715121025,104.92320984121095,-1.7264532289934262,16.091433421160602,-15.336390723761802,18.114501442671344,9,CD1,2022-12-01
1,10,4,7,28.747,22.166,5.5470082820877025,1.2968961472525489,-2.3749999999999996,3,7.210268686181924,138.69108677134932,-0.5970038202369805,10.605382169924155,-7.646765496479621,8.279910863531411,12,CD1,2022-12-01
3,9,5,7,56.559,22.732,3.74626054952539,2.4880784796762274,-2.3000000000000003,2,9.511593920305447,105.13484999240661,-2.333282576540011,20.7101622156855,-19.69866530192538,24.530931367443003,13,CD1,2022-12-01
5,8,6,7,157.973,25.372,1.883285077845799,6.226273056913133,-2.2249999999999996,1,12.065385060077537,82.88173108613357,-3.0531801633156626,16.737888385194992,-20.19490684599771,25.305285725344596,14,CD1,2022-12-01
2,11,5,8,39.003,23.052,5.506705589363202,1.691957313899011,-2.225,3,9.215471900070845,108.51316252098955,0.205690251004242,-2.4773185972291287,2.282965992028798,-2.2320099636206425,17,CD1,2022-12-01
4,10,6,8,76.066,23.161,3.737150449844826,3.284227796727257,-2.15,2,12.356252633749422,80.93068583501086,-0.7138754412651007,4.42034146343218,-5.461885584960555,5.7774429062355726,18,CD1,2022-12-01
6,9,7,8,196.403,21.475,1.882616083862525,9.145657741559953,-2.0749999999999997,1,17.63902375135177,56.692479929529256,-1.6373166572104196,4.815413079442983,-8.493918568086475,9.282354172718566,19,CD1,2022-12-01
1,13,5,9,23.574,20.181,6.940741393216954,1.1681284376393637,-2.1500000000000004,4,8.0599798803833,124.06978861496165,-0.5888899971361727,8.447746179192748,-6.80886642388784,7.3063457462150385,21,CD1,2022-12-01
3,12,6,9,42.592,22.831,5.443253015796695,1.865533704174149,-2.0749999999999997,3,10.0624258407318,99.37961440193571,-0.5832606866876393,5.4448552462568784,-5.478845212897925,5.7964222138825905,23,CD1,2022-12-01
5,11,7,9,90.549,23.854,3.72263957071142,3.795967133394819,-2.0,2,14.181470918922818,70.51454716630741,-0.4873336397445822,2.3426660835284423,-3.3222450936305505,3.4364110925497515,24,CD1,2022-12-01
7,10,8,9,184.341,17.751,1.8815348960355187,10.384823390231537,-1.925,1,18.977180690132396,52.694866341235404,-1.1535186754687778,3.019493328175834,-5.730147048144195,6.078451242594624,25,CD1,2022-12-01
2,14,6,10,22.178,17.64,6.652784442896036,1.2572562358276644,-1.9999999999999998,4,8.334194933450702,119.9875942409663,-1.244098676596261,15.584864411190608,-12.988729801426091,14.927640720315532,28,CD1,2022-12-01
4,13,7,10,39.197,21.18,5.33717763171659,1.8506610009442872,-1.9249999999999998,3,9.897457852123125,101.0360453099063,-0.5705035166260419,5.50646082124176,-5.44999638926077,5.764141915528955,30,CD1,2022-12-01
6,12,8,10,85.044,21.54,3.6980055213917984,3.948189415041783,-1.85,2,14.63674758868272,68.32118911261475,-1.6156239628766116,6.791707287295836,-9.940850526036618,11.038135030256505,31,CD1,2022-12-01
8,11,9,10,182.602,17.46,1.8796664873194247,10.458304696449026,-1.7750000000000001,1,19.75804349354859,50.61229874944453,-0.9455887600270891,2.3115953872462285,-4.567260220069735,4.785842081660778,32,CD1,2022-12-01
3,15,7,11,23.469,18.603,6.148619559249876,1.261570714400903,-1.8499999999999999,4,7.754979458144863,128.94940668730266,-1.4954963113454696,20.846858783964237,-16.166696163648954,19.284336205104786,35,CD1,2022-12-01
5,14,8,11,33.996,18.191,5.1456240914694025,1.8688362376999617,-1.775,3,9.600006808765604,104.16659278688395,-1.2017327759389733,11.588911927403245,-11.125363340925611,12.518040870988663,37,CD1,2022-12-01
7,13,9,11,66.22,16.465,3.6525091059037025,4.021864561190404,-1.7000000000000002,2,14.315316648523826,69.85524837154884,-0.5361045970832237,2.5216253153855632,-3.6097864858678075,3.744971978237773,38,CD1,2022-12-01
9,12,10,11,177.01,15.36,1.8761361487197266,11.524088541666666,-1.625,1,20.674401219300968,48.36899455479424,1.0129299678837747,-2.4918991806082005,5.151852345794127,-4.89944041009582,39,CD1,2022-12-01
4,16,8,12,24.305,19.184,5.199877495596897,1.2669412010008338,-1.7,4,6.609802491902073,151.2904509968549,-1.7050940894580613,31.02437309496692,-20.506497859281193,25.796445378618177,42,CD1,2022-12-01
6,15,9,12,35.547,17.689,4.763257097143395,2.00955396008819,-1.625,3,9.546895447576697,104.74609316621682,-1.375560533811905,13.191592813552802,-12.593875737799276,14.40845918304327,44,CD1,2022-12-01
8,14,10,12,62.173,14.116,3.558118421144393,4.404434684046472,-1.55,2,15.315608848566642,65.292866244334,1.1437166246647887,-5.269341271853051,8.070316980930983,-7.467653659565935,45,CD1,2022-12-01
10,13,11,12,140.538,13.296,1.8685752249224108,10.569945848375452,-1.475,1,18.172087442165715,55.029451249482975,3.8606904756944598,-14.844929451632382,26.976335606784485,-21.245167832157147,46,CD1,2022-12-01
7,16,10,13,32.526,15.072,3.899908121697674,2.1580414012738856,-1.475,3,8.383308698648946,119.28464475621182,-1.0598570565417198,13.387954395743918,-11.223535454295543,12.64246724819433,51,CD1,2022-12-01
